soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
47-5099.00,"Extraction Workers, All Other",Pekerja Ekstraksi Lainnya,Extraction Worker,umum,kategori catch-all,Energi & Pertambangan,,,All extraction workers not listed separately.
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Teknisi ATM & Mesin Kantor,ATM Technician,umum,,Perbankan & Fintech,3,R,"Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines."
49-2097.00,Audiovisual Equipment Installers and Repairers,Teknisi Instalasi & Servis Peralatan Audio Visual,AV Installer;Teknisi Home Theater,umum,,Kreatif & Media Digital,3,R,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance."
49-3011.00,Aircraft Mechanics and Service Technicians,Teknisi Perawatan Pesawat (Aircraft Maintenance Technician/AMT),AMT;Mekanik Pesawat;Teknisi Airframe Powerplant,terbatas,"Terikat industri MRO penerbangan (GMF AeroAsia, dll), butuh lisensi otoritas penerbangan",Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems."
49-3021.00,Automotive Body and Related Repairers,Teknisi Body Repair / Ketok Magic,Body Repair Technician;Panel Beater;Tukang Ketok Mobil,umum,,Manufaktur & Otomotif,2,R,Repair and refinish automotive vehicle bodies and straighten vehicle frames.
49-3022.00,Automotive Glass Installers and Repairers,Teknisi Kaca Mobil,Auto Glass Technician;Pemasang Kaca Mobil,terbatas,"Niche di bengkel spesialis kaca mobil, belum jadi kategori umum di iklan lowongan",Manufaktur & Otomotif,2,R,Replace or repair broken windshields and window glass in motor vehicles.
49-3023.00,Automotive Service Technicians and Mechanics,Mekanik Mobil / Teknisi Servis Mobil,Automotive Technician;Mekanik Bengkel,umum,,Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul automotive vehicles."
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Mekanik Diesel (Bus & Truk),Diesel Mechanic;Mekanik Kendaraan Berat,umum,,Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines."
49-3041.00,Farm Equipment Mechanics and Service Technicians,Mekanik Alat Pertanian,Agricultural Equipment Mechanic;Mekanik Traktor,terbatas,"Niche, terkonsentrasi di daerah dengan mekanisasi pertanian dan dealer alat pertanian",Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems."
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Mekanik Alat Berat,Heavy Equipment Mechanic;Mekanik Hidrolik Alat Berat,umum,"Sangat umum di sektor tambang, konstruksi, dan perkebunan",Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining."
49-3043.00,Rail Car Repairers,Teknisi Perawatan Gerbong Kereta Api,Rail Car Repairer;Teknisi Sarana Perkeretaapian,terbatas,Terbatas pada KAI dan INKA (produsen kereta),Manufaktur & Otomotif,2,R,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars."
49-3051.00,Motorboat Mechanics and Service Technicians,Mekanik Mesin Kapal / Motor Tempel,Marine Mechanic;Teknisi Mesin Perahu,terbatas,,Manufaktur & Otomotif,3,R,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.
49-3052.00,Motorcycle Mechanics,Mekanik Motor,Motorcycle Mechanic;Teknisi Sepeda Motor,umum,,Manufaktur & Otomotif,3,R,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles."
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Mekanik Mesin Kecil (Mesin Potong Rumput, Gergaji Mesin)",Small Engine Mechanic,terbatas,,Manufaktur & Otomotif,2,R,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment."
49-3091.00,Bicycle Repairers,Tukang Servis Sepeda,Bicycle Mechanic;Mekanik Sepeda,umum,"Banyak bersifat informal/UMKM (bengkel sepeda pinggir jalan), bukan hanya sektor formal",Manufaktur & Otomotif,2,R,Repair and service bicycles.
49-3092.00,Recreational Vehicle Service Technicians,Teknisi Perawatan Karavan/RV,RV Technician;Teknisi Campervan,tidak_relevan,"Industri RV/karavan belum berkembang di Indonesia, pasar campervan masih sangat kecil dan niche",Manufaktur & Otomotif,2,R,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized "
49-3093.00,Tire Repairers and Changers,Tukang Tambal Ban,Tire Technician;Teknisi Ban,umum,,Manufaktur & Otomotif,2,R,Repair and replace tires.
49-9044.00,Millwrights,Teknisi Instalasi & Pemeliharaan Mesin (Millwright),Millwright;Teknisi Mekanik Pabrik,terbatas,Istilah 'millwright' tidak lazim dipakai sendiri di Indonesia; tugasnya biasa melebur ke peran 'teknisi maintenance/mekanik'. Perlu verifikasi,Manufaktur & Otomotif,2,R,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings."
49-9061.00,Camera and Photographic Equipment Repairers,Teknisi Servis Kamera,Camera Repair Technician,terbatas,"Niche, biasanya digabung dengan servis elektronik umum, jarang jadi spesialisasi berdiri sendiri.",Kreatif & Media Digital,3,R,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment."
49-9081.00,Wind Turbine Service Technicians,Teknisi Servis Turbin Angin,Wind Turbine Service Technician,terbatas,"jumlah PLTB di Indonesia masih sedikit (mis. Sidrap, Jeneponto)",Energi & Pertambangan,3,R,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions."
51-1011.00,First-Line Supervisors of Production and Operating Workers,Supervisor Produksi / Foreman,Production Supervisor;Kepala Regu;Kepala Shift,umum,,Manufaktur & Otomotif,3,E,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders."
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Teknisi Perakitan Struktur Pesawat,Aircraft Assembler;Aircraft Structure Assembler,terbatas,Hanya ada di industri dirgantara (PT Dirgantara Indonesia/PTDI),Manufaktur & Otomotif,2,R,"Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems."
51-2021.00,"Coil Winders, Tapers, and Finishers",Operator Gulung Kumparan (Coil Winding),Coil Winder;Operator Winding Motor/Trafo,terbatas,"Ada di pabrik motor listrik dan transformator, cukup niche",Manufaktur & Otomotif,2,R,"Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment."
51-2022.00,Electrical and Electronic Equipment Assemblers,Operator Perakitan Elektronik,Electronics Assembler;Operator Assembly Line Elektronik,umum,"Sangat umum di kawasan industri elektronik (Batam, Cikarang, Karawang)",Manufaktur & Otomotif,2,R,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries."
51-2023.00,Electromechanical Equipment Assemblers,Operator Perakitan Elektromekanik,Electromechanical Assembler,terbatas,,Manufaktur & Otomotif,2,R,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances."
51-2031.00,Engine and Other Machine Assemblers,Operator Perakitan Mesin/Engine,Engine Assembler;Operator Assembly Engine,umum,Umum di pabrik perakitan otomotif (mesin kendaraan),Manufaktur & Otomotif,2,R,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing."
51-2041.00,Structural Metal Fabricators and Fitters,Fitter / Tukang Fabrikasi Logam,Metal Fabricator;Fitter Konstruksi Baja,umum,,Manufaktur & Otomotif,2,R,"Fabricate, position, align, and fit parts of structural metal products."
51-2051.00,Fiberglass Laminators and Fabricators,Operator Laminasi Fiberglass,Fiberglass Laminator,terbatas,"Ada di industri kapal fiberglass dan bodi kendaraan custom, cukup niche",Manufaktur & Otomotif,2,R,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products."
51-2061.00,Timing Device Assemblers and Adjusters,Operator Perakitan Jam/Timing Device,Timing Device Assembler,tidak_relevan,Industri pembuatan jam presisi/timing device praktis tidak ada sebagai sektor manufaktur di Indonesia,Manufaktur & Otomotif,2,R,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components."
51-2092.00,Team Assemblers,Operator Perakitan (Team Assembler),Operator Produksi;Team Assembler,umum,"Peran generik operator lini produksi, sangat umum di semua pabrik manufaktur",Manufaktur & Otomotif,2,R,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May"
51-2099.00,"Assemblers and Fabricators, All Other",Operator Perakitan dan Fabrikasi Lainnya,Operator Produksi Umum,umum,Kategori catch-all O*NET,Manufaktur & Otomotif,,,All assemblers and fabricators not listed separately.
51-3011.00,Bakers,Pembuat Roti / Baker,Tukang Roti,umum,,FMCG|Manufaktur & Otomotif,2,R,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods."
51-3021.00,Butchers and Meat Cutters,Tukang Potong Daging / Butcher,Meat Cutter,terbatas,Lebih umum di ritel/supermarket dan rumah potong hewan daripada pabrik FMCG olahan.,FMCG|Manufaktur & Otomotif,2,R,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments."
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Operator Pemotongan Daging/Unggas/Ikan,Meat Cutter;Trimmer,terbatas,"Relevan di pabrik pengolahan daging/unggas/ikan, tapi bukan istilah pasar umum lintas FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood."
51-3023.00,Slaughterers and Meat Packers,Operator RPH / Pemotong dan Pengemas Daging,Slaughterhouse Worker,terbatas,perlu verifikasi; di lapangan biasanya dipecah jadi peran pemotongan dan peran packing yang terpisah.,FMCG|Manufaktur & Otomotif,2,R,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Operator Mesin Roasting/Oven/Pengering,Operator Produksi (Roasting/Drying),umum,"O*NET menggabungkan food & tobacco; di Indonesia jabatan biasanya dipecah per komoditas (kopi, kacang, tembakau) dengan sebutan umum Operator Produksi.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment."
51-3092.00,Food Batchmakers,Operator Mixing/Batching Produk Pangan,Food Batchmaker;Operator Adonan,umum,,FMCG|Manufaktur & Otomotif,2,R,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.
51-3093.00,Food Cooking Machine Operators and Tenders,Operator Mesin Masak (Cooking),Operator Produksi (Cooking),umum,,FMCG|Manufaktur & Otomotif,2,R,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products."
51-3099.00,"Food Processing Workers, All Other",Operator Produksi Pangan (Lainnya),Food Processing Worker,umum,Kategori catch-all O*NET.,FMCG|Manufaktur & Otomotif,,,All food processing workers not listed separately.
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Ekstrusi (Extruder),Extruder Operator;Operator Mesin Extruding,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes."
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Forging (Tempa),Forging Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts."
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Rolling,Rolling Mill Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material."
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Press/Potong Logam,Press Operator;Punching Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material."
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Bor,Drilling Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces."
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Gerinda/Poles,Grinding Operator;Polishing Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces."
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Bubut,Lathe Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock."
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Frais (Milling),Milling Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces."
51-4041.00,Machinists,Operator Mesin Bubut / Machinist,Machinist;Operator CNC,umum,,Manufaktur & Otomotif,3,R,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, ap"
51-4051.00,Metal-Refining Furnace Operators and Tenders,Operator Tungku Peleburan Logam (Furnace),Furnace Operator;Operator Smelter,umum,Sangat relevan mengingat besarnya industri smelter nikel/logam di Indonesia,Manufaktur & Otomotif,2,R,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel."
51-4052.00,"Pourers and Casters, Metal",Operator Penuangan Logam Cor (Casting),Metal Pourer;Operator Casting,umum,,Manufaktur & Otomotif,2,R,Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.
51-4061.00,"Model Makers, Metal and Plastic",Pembuat Model Logam/Plastik,Model Maker,terbatas,,Manufaktur & Otomotif,3,R,"Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers."
51-4062.00,"Patternmakers, Metal and Plastic",Pembuat Pola Cetakan Logam/Plastik,Patternmaker,terbatas,,Manufaktur & Otomotif,3,R,"Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates."
51-4071.00,Foundry Mold and Coremakers,Operator Pembuat Cetakan Cor (Foundry),Mold Maker;Coremaker,terbatas,,Manufaktur & Otomotif,2,R,Make or form wax or sand cores or molds used in the production of metal castings in foundries.
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Molding/Injection,Molding Machine Operator;Operator Injection Molding,umum,Sangat umum karena industri plastik injection molding besar di Indonesia,Manufaktur & Otomotif,2,R,"Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products."
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operator Multi-Mesin (CNC),Multi-Machine Operator,terbatas,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend more than one type of cutting or forming machine tool or robot."
51-4111.00,Tool and Die Makers,Tool & Die Maker / Teknisi Cetakan (Mold),Mold Maker;Die Maker;Teknisi Dies,umum,,Manufaktur & Otomotif,3,R,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools."
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Juru Las (Welder),Welder;Tukang Las,umum,,Manufaktur & Otomotif,2,R,"Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products."
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Operator Mesin Las,Welding Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines."
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Operator Heat Treatment,Heat Treatment Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects."
51-4192.00,"Layout Workers, Metal and Plastic",Operator Marking/Layout Logam,Layout Worker;Marker,terbatas,,Manufaktur & Otomotif,2,R,"Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters."
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Operator Mesin Plating (Pelapisan Logam),Plating Operator;Electroplating Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution."
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Operator Gerinda/Asah Alat,Tool Grinder,terbatas,,Manufaktur & Otomotif,2,R,"Perform precision smoothing, sharpening, polishing, or grinding of metal objects."
51-4199.00,"Metal Workers and Plastic Workers, All Other",Pekerja Logam dan Plastik Lainnya,Operator Produksi Logam/Plastik,umum,Kategori catch-all O*NET,Manufaktur & Otomotif,,,All metal workers and plastic workers not listed separately.
51-5111.00,Prepress Technicians and Workers,Teknisi Pracetak (Prepress),Prepress Operator,terbatas,,Manufaktur & Otomotif,3,C,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.
51-5112.00,Printing Press Operators,Operator Mesin Cetak,Printing Operator,umum,,Manufaktur & Otomotif,2,C,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses."
51-5113.00,Print Binding and Finishing Workers,Operator Jilid & Finishing Cetak,Bookbinder;Finishing Operator,umum,,Manufaktur & Otomotif,2,C,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.
51-6011.00,Laundry and Dry-Cleaning Workers,Pekerja Laundry/Dry Cleaning,Laundry Worker,umum,,Manufaktur & Otomotif,2,R,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles."
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Operator Setrika/Press Garmen,Presser;Operator Ironing,umum,,Manufaktur & Otomotif,2,R,Press or shape articles by hand or machine.
51-6031.00,Sewing Machine Operators,Operator Jahit,Sewing Operator;Operator Mesin Jahit,umum,,Manufaktur & Otomotif,2,R,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products."
51-6041.00,Shoe and Leather Workers and Repairers,Pekerja/Tukang Sepatu dan Kulit,Cobbler;Pengrajin Sepatu,umum,,Manufaktur & Otomotif,2,R,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools."
51-6042.00,Shoe Machine Operators and Tenders,Operator Mesin Sepatu,Shoe Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts."
51-6051.00,"Sewers, Hand",Penjahit Tangan (Hand Sewing),Hand Sewer,umum,,Manufaktur & Otomotif,2,R,"Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Penjahit / Tailor,Tailor;Dressmaker,umum,,Manufaktur & Otomotif,2,R,"Design, make, alter, repair, or fit garments."
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Operator Pencelupan & Pemutihan Tekstil (Dyeing),Dyeing Operator,umum,,Manufaktur & Otomotif,2,R,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers."
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Operator Mesin Potong Kain (Cutting),Cutting Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines that cut textiles."
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Operator Mesin Rajut/Tenun,Knitting Operator;Weaving Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines that knit, loop, weave, or draw in textiles."
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Operator Mesin Winding/Twisting Benang,Winding Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators."
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Operator Mesin Ekstrusi Serat Sintetis,Fiber Extrusion Operator,terbatas,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass."
51-6092.00,Fabric and Apparel Patternmakers,Pembuat Pola Pakaian (Pattern Maker),Patternmaker Garmen,umum,,Manufaktur & Otomotif,3,R,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.
51-6093.00,Upholsterers,Tukang Jok (Upholsterer),Upholsterer;Tukang Jok Mobil/Furniture,umum,,Manufaktur & Otomotif,2,R,"Make, repair, or replace upholstery for household furniture or transportation vehicles."
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",Pekerja Tekstil dan Garmen Lainnya,Operator Produksi Tekstil/Garmen,umum,Kategori catch-all O*NET,Manufaktur & Otomotif,,,"All textile, apparel, and furnishings workers not listed separately."
51-7011.00,Cabinetmakers and Bench Carpenters,Tukang Kayu / Pembuat Mebel,Cabinetmaker;Carpenter Mebel,umum,,Manufaktur & Otomotif,2,R,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products."
51-7021.00,Furniture Finishers,Tukang Finishing Furniture,Furniture Finisher,umum,,Manufaktur & Otomotif,2,R,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish."
51-7031.00,"Model Makers, Wood",Pembuat Model Kayu,Wood Model Maker,tidak_relevan,"Peran spesialis pembuat model presisi kayu skala penuh sangat niche, hampir tidak ada sebagai jabatan tersendiri di Indonesia",Manufaktur & Otomotif,3,R,Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.
51-7032.00,"Patternmakers, Wood",Pembuat Pola Kayu untuk Cetakan Cor,Wood Patternmaker,tidak_relevan,"Pola cetakan cor dari kayu sangat niche, umumnya melebur ke tukang kayu foundry biasa",Manufaktur & Otomotif,3,R,"Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings."
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Operator Mesin Gergaji Kayu,Sawmill Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers."
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Operator Mesin Kayu (Woodworking),Woodworking Machine Operator,umum,,Manufaktur & Otomotif,2,R,"Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment."
51-7099.00,"Woodworkers, All Other",Pekerja Kayu Lainnya,Operator Produksi Kayu,umum,Kategori catch-all O*NET,Manufaktur & Otomotif,,,All woodworkers not listed separately.
51-8011.00,Nuclear Power Reactor Operators,Operator Reaktor Nuklir,Nuclear Power Reactor Operator,tidak_relevan,Indonesia belum memiliki PLTN komersial,Energi & Pertambangan|Manufaktur & Otomotif,3,R,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action."
51-8012.00,Power Distributors and Dispatchers,Operator Dispatcher Distribusi Listrik,Power Dispatcher;Operator Gardu Induk,umum,,Energi & Pertambangan|Manufaktur & Otomotif,3,R,"Coordinate, regulate, or distribute electricity or steam."
51-8013.00,Power Plant Operators,Operator Pembangkit Listrik,Power Plant Operator,umum,,Energi & Pertambangan|Manufaktur & Otomotif,2,R,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators."
51-8013.03,Biomass Plant Technicians,Teknisi Pembangkit Listrik Tenaga Biomassa (PLTBm),Biomass Plant Technician,terbatas,"ada beberapa PLTBm skala kecil-menengah (mis. berbasis limbah sawit), belum sedominan PLTU/PLTA",Energi & Pertambangan|Manufaktur & Otomotif,2,R,Control and monitor biomass plant activities and perform maintenance as needed.
51-8013.04,Hydroelectric Plant Technicians,Teknisi Pembangkit Listrik Tenaga Air (PLTA),Hydroelectric Plant Technician,umum,,Energi & Pertambangan|Manufaktur & Otomotif,3,R,"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance and make necessary adjustments to ensure optimal performance. Perform e"
51-8021.00,Stationary Engineers and Boiler Operators,Operator Boiler,Stationary Engineer;Boiler Operator,umum,,Energi & Pertambangan|Manufaktur & Otomotif,3,R,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers."
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Operator Pengolahan Air dan Air Limbah,Water Treatment Operator;Operator IPAL,umum,,Energi & Pertambangan|Manufaktur & Otomotif,2,R,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater."
51-8091.00,Chemical Plant and System Operators,Operator Pabrik Kimia,Chemical Plant Operator,umum,,Energi & Pertambangan|Manufaktur & Otomotif,2,R,Control or operate entire chemical processes or system of machines.
51-8092.00,Gas Plant Operators,Operator Kilang/Distribusi Gas,Gas Plant Operator,umum,,Energi & Pertambangan|Manufaktur & Otomotif,2,R,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.
